Timestamp,Email,Gender,Marital Status,Department,GPA of last semester,CGPA,Class attendance,Self-study per week,Homework on time,Study materials access,Study environment,Library Usage,Interaction with teachers,Peers support,Stress,Current living situation,Financial aid,Employment,Own expenses,Contribution on family,Financial difficulties,Relationship with parents,Parents support,Internet access,Online resource usage,Technology comfort,Motivation,Extracurricular activities,Sleeping hours,Caffeine consumtion,Social media usage,Health condition,Engagement in hobbies,Primary academic goal,Career goal,Challenges in studies,External factors
17/12/2024 17:52:36,,Female,Unmarried,Pharmacy ,3.76- higher (Best),3.76- higher (Best),Regularly (More than 75%),Less than 5 hours,Most of the time,"Yes, always",Partially conducive (sometimes noisy),Occasionally (once a month),Occasionally,Somewhat supportive,Sometimes,Living alone,No,"No, I am not working","No, my family supports me",No,Rarely,Good (regular communication),Both financial and mental support,"Yes, reliable access",Sometimes,Somewhat comfortable,Sometimes motivated,Rarely,5–6 hours,Occasionally (1–2 times a week),Less than 1 hour,No,Occasionally (once a month),"Pursuing further education (e.g. master's, Ph.D.)","Yes, but it's unclear",,
17/12/2024 17:54:18,,Female,Unmarried,Pharmacy,3-3.25 (Average),3-3.25 (Average),Regularly (More than 75%),5–10 hours,Always,"Yes, always","Fully conducive (quiet, with necessary resources)",Frequently (multiple times a week),Frequently,Very supportive,Always,Living with roommates,"Yes, full scholarship/financial aid","No, I am not working","No, my family supports me",No,Never,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Highly motivated,Often,7–8 hours,Daily,Less than 1 hour,No,Frequently (more than once a week),"Pursuing further education (e.g. master's, Ph.D.)","Yes, I have a specific goal",Management of time,My family is very supportive and I try to maintain a good health
18/12/2024 13:19:56,,Male,Unmarried,EEE,3.26-3.5 (Good),3.26-3.5 (Good),Regularly (More than 75%),Less than 5 hours,Most of the time,"Yes, always","Fully conducive (quiet, with necessary resources)",Never,Frequently,Very supportive,Always,Living with roommates,No,"No, I am not working","No, my family supports me",No,Never,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Highly motivated,Sometimes,7–8 hours,Regularly (3–5 times a week),More than 4 hours,No,Never,"Pursuing further education (e.g. master's, Ph.D.)","Yes, I have a specific goal",Huge syllabus,No
18/12/2024 13:33:38,,Male,Unmarried,Mechanical Engineering ,3.26-3.5 (Good),3.26-3.5 (Good),Occasionally (50–75%),5–10 hours,Sometimes,"Yes, but with difficulty",Partially conducive (sometimes noisy),Never,Never,Somewhat supportive,Often,Living in university accommodation (dorms),No,"Yes, part-time","Yes, fully",No,Rarely,"Fair (some communication, but distant)",No support,"Yes, but it is unreliable",Sometimes,Somewhat comfortable,Not motivated,Never,5–6 hours,Regularly (3–5 times a week),2–4 hours,No,Occasionally (once a month),Passing the course,"Yes, but it's unclear",Interest ,Yes. 
18/12/2024 13:55:28,,Female,Unmarried,Statistics ,3.26-3.5 (Good),3.26-3.5 (Good),Regularly (More than 75%),Less than 5 hours,Most of the time,"Yes, always",Partially conducive (sometimes noisy),Never,Rarely,Somewhat supportive,Sometimes,Living with parents/guardians,No,"No, I am not working","No, my family supports me",No,Never,,,,,Very comfortable,Sometimes motivated,Never,7–8 hours,Occasionally (1–2 times a week),More than 4 hours,No,Never,Achieving the highest grade,"Yes, but it's unclear",When I cannot understand any topics ,
18/12/2024 14:01:13,,Male,Unmarried,CSE,3.26-3.5 (Good),3.26-3.5 (Good),Regularly (More than 75%),5–10 hours,Most of the time,"Yes, but with difficulty",Partially conducive (sometimes noisy),Never,Rarely,Somewhat supportive,Often,Living with parents/guardians,No,"No, I am not working","No, my family supports me","Yes, occasionally",Rarely,Good (regular communication),Only financial support,"Yes, reliable access",Frequently,Very comfortable,Mostly motivated,Rarely,5–6 hours,Daily,2–4 hours,No,Occasionally (once a month),"Pursuing further education (e.g. master's, Ph.D.)","Yes, I have a specific goal",,
18/12/2024 14:09:18,,Male,Married,Mechanical Engineering ,3.26-3.5 (Good),3.26-3.5 (Good),Regularly (More than 75%),5–10 hours,Most of the time,"Yes, but with difficulty",Partially conducive (sometimes noisy),Occasionally (once a month),Never,Somewhat supportive,Sometimes,Living alone,No,"Yes, part-time","No, my family supports me",No,Occasionally,"Fair (some communication, but distant)",Only financial support,No,Sometimes,Somewhat comfortable,Not motivated,Rarely,7–8 hours,Daily,More than 4 hours,"Yes, a mental health condition",Occasionally (once a month),"Pursuing further education (e.g. master's, Ph.D.)","Yes, but it's unclear","Time management, procrastination etc","Lack of support of family or encouragement can reduce motivation. Financial stress was force me to do tuition, leaving less time for studying."
18/12/2024 14:24:25,,Female,Unmarried,CSE,3-3.25 (Average),3-3.25 (Average),Regularly (More than 75%),Less than 5 hours,Always,"Yes, always",Partially conducive (sometimes noisy),Occasionally (once a month),Rarely,Very supportive,Sometimes,Living with roommates,No,"No, I am not working","No, my family supports me",No,Rarely,Good (regular communication),Both financial and mental support,"Yes, reliable access",Sometimes,Very comfortable,Sometimes motivated,Sometimes,More than 8 hours,Regularly (3–5 times a week),More than 4 hours,"Yes, a physical condition",Occasionally (once a month),Improving my GPA,"Yes, I have a specific goal",,
18/12/2024 14:36:08,,Female,Unmarried,Botany,3-3.25 (Average),3-3.25 (Average),Regularly (More than 75%),5–10 hours,Always,"Yes, always",Partially conducive (sometimes noisy),Never,Frequently,Very supportive,Sometimes,Living with parents/guardians,No,"No, I am not working","No, my family supports me",No,Never,Excellent (close and supportive relationship),Both financial and mental support,"Yes, but it is unreliable",Sometimes,Very comfortable,Mostly motivated,Rarely,7–8 hours,Occasionally (1–2 times a week),More than 4 hours,"Yes, a physical condition",Frequently (more than once a week),Achieving the highest grade,"Yes, but it's unclear",There is no such challenge that I've faced in my studies. Thank you. ,"No, thank you. "
18/12/2024 15:25:50,,Female,Married,Textile Engineering Management ,3.51-3.75 (Better),3.26-3.5 (Good),Regularly (More than 75%),Less than 5 hours,Sometimes,"Yes, always",Partially conducive (sometimes noisy),Occasionally (once a month),Rarely,Somewhat supportive,Always,Living in university accommodation (dorms),No,"Yes, part-time","Yes, fully","Yes, regularly",Frequently,Excellent (close and supportive relationship),Only mental support,"Yes, reliable access",Rarely,Somewhat comfortable,Mostly motivated,Rarely,More than 8 hours,Occasionally (1–2 times a week),More than 4 hours,"Yes, a mental health condition",Occasionally (once a month),Passing the course,"Yes, but it's unclear",,Yes
18/12/2024 15:27:18,,Male,Unmarried,Military,3.26-3.5 (Good),3.26-3.5 (Good),Regularly (More than 75%),Less than 5 hours,Most of the time,"Yes, always","Not conducive (noisy, lack of space etc.)",Occasionally (once a month),Frequently,Somewhat supportive,Sometimes,Living alone,"Yes, full scholarship/financial aid","Yes, full-time","Yes, fully","Yes, regularly",Never,"Poor (strained, lack of communication)",Only mental support,"Yes, reliable access",Frequently,Very comfortable,Not motivated,Often,5–6 hours,Daily,1–2 hours,No,Frequently (more than once a week),Passing the course,No,Time,No
18/12/2024 15:27:41,,Male,Unmarried,International trade and economics ,3.51-3.75 (Better),3.26-3.5 (Good),Regularly (More than 75%),Less than 5 hours,Most of the time,"Yes, but with difficulty",Partially conducive (sometimes noisy),Occasionally (once a month),Rarely,Somewhat supportive,Often,Living in university accommodation (dorms),"Yes, full scholarship/financial aid","No, I am not working","No, my family supports me",No,Rarely,Good (regular communication),Both financial and mental support,"Yes, reliable access",Sometimes,Very comfortable,Sometimes motivated,Sometimes,5–6 hours,Regularly (3–5 times a week),2–4 hours,"Yes, a physical condition",Occasionally (once a month),Passing the course,"Yes, but it's unclear",Living alone and studying abroad ,No 
18/12/2024 15:48:15,,Male,Unmarried,Sociology ,3.26-3.5 (Good),3-3.25 (Average),Occasionally (50–75%),Less than 5 hours,Most of the time,"Yes, always",Partially conducive (sometimes noisy),Occasionally (once a month),Rarely,Somewhat supportive,Often,Living with parents/guardians,No,"No, I am not working","No, my family supports me",No,Frequently,Good (regular communication),Both financial and mental support,No,Frequently,Very comfortable,Mostly motivated,Rarely,7–8 hours,Occasionally (1–2 times a week),More than 4 hours,"Yes, both physical and mental health conditions",Regularly (once a week),Improving my GPA,"Yes, but it's unclear",Time management ,"Yes.
Financially..."
18/12/2024 18:48:02,,Male,Unmarried,Statistics ,3.26-3.5 (Good),3.26-3.5 (Good),Rarely (Less than 50%),Less than 5 hours,Sometimes,"Yes, but with difficulty",Partially conducive (sometimes noisy),Occasionally (once a month),Never,Somewhat supportive,Sometimes,Living with parents/guardians,No,"Yes, part-time","Yes, partially","Yes, occasionally",Rarely,"Fair (some communication, but distant)",Both financial and mental support,"Yes, but it is unreliable",Frequently,Somewhat comfortable,Not motivated,Sometimes,5–6 hours,Daily,2–4 hours,No,Occasionally (once a month),"Pursuing further education (e.g. master's, Ph.D.)","Yes, but it's unclear",Programming during lab exam,No
18/12/2024 21:39:47,,Male,Unmarried,Mechanical Engineering,3.26-3.5 (Good),3-3.25 (Average),Regularly (More than 75%),Less than 5 hours,Sometimes,"Yes, always","Fully conducive (quiet, with necessary resources)",Occasionally (once a month),Occasionally,Very supportive,Always,Living with roommates,No,"No, I am not working","No, my family supports me",No,Rarely,Good (regular communication),Only financial support,"Yes, reliable access",Sometimes,Somewhat comfortable,Not motivated,Rarely,5–6 hours,Occasionally (1–2 times a week),More than 4 hours,"Yes, a mental health condition",Occasionally (once a month),Improving my GPA,"Yes, but it's unclear",Forgetting after studying well ,Yes. I can't concentrate.
19/12/2024 00:23:50,,Male,Unmarried,Computing Science ,3.51-3.75 (Better),3.26-3.5 (Good),Regularly (More than 75%),5–10 hours,Most of the time,"Yes, always",Partially conducive (sometimes noisy),Regularly (weekly),Occasionally,Very supportive,Sometimes,Living alone,"Yes, partial scholarship/financial aid","Yes, part-time","Yes, partially",No,Never,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Sometimes,Very comfortable,Mostly motivated,Sometimes,5–6 hours,Occasionally (1–2 times a week),1–2 hours,No,Occasionally (once a month),Improving my GPA,"Yes, I have a specific goal",Balancing my schedule when a lot of assignments and exams are cramped together ,No
19/12/2024 11:04:01,,Female,Married,ETE,3.51-3.75 (Better),3-3.25 (Average),Regularly (More than 75%),5–10 hours,Most of the time,"Yes, always",Partially conducive (sometimes noisy),Occasionally (once a month),Rarely,Somewhat supportive,Sometimes,Living with roommates,No,"No, I am not working","No, my family supports me",No,Rarely,Good (regular communication),Both financial and mental support,"Yes, but it is unreliable",Frequently,Somewhat comfortable,Mostly motivated,Never,5–6 hours,Regularly (3–5 times a week),1–2 hours,No,Occasionally (once a month),"Pursuing further education (e.g. master's, Ph.D.)","Yes, I have a specific goal",,
19/12/2024 11:27:53,,Male,Unmarried,URP,3-3.25 (Average),Below 3 (Below Average),Occasionally (50–75%),Less than 5 hours,Most of the time,"Yes, but with difficulty","Not conducive (noisy, lack of space etc.)",Occasionally (once a month),Rarely,Somewhat supportive,Often,Living in university accommodation (dorms),"Yes, partial scholarship/financial aid","Yes, part-time","Yes, partially","Yes, occasionally",Occasionally,Good (regular communication),Both financial and mental support,"Yes, but it is unreliable",Sometimes,Somewhat comfortable,Sometimes motivated,Never,5–6 hours,Occasionally (1–2 times a week),1–2 hours,No,Occasionally (once a month),Improving my GPA,"Yes, but it's unclear",,
19/12/2024 11:29:22,,Male,Unmarried,ECE,3.26-3.5 (Good),3.26-3.5 (Good),Regularly (More than 75%),5–10 hours,Always,"Yes, always",Partially conducive (sometimes noisy),Regularly (weekly),Occasionally,Very supportive,Often,Living with roommates,"Yes, partial scholarship/financial aid","No, I am not working","No, my family supports me",No,Rarely,Good (regular communication),Both financial and mental support,"Yes, reliable access",Sometimes,Very comfortable,Mostly motivated,Never,7–8 hours,Daily,Less than 1 hour,No,Frequently (more than once a week),"Pursuing further education (e.g. master's, Ph.D.)","Yes, I have a specific goal",,
19/12/2024 11:31:03,,Female,Unmarried,CSE,3.51-3.75 (Better),3.26-3.5 (Good),Regularly (More than 75%),5–10 hours,Always,"Yes, but with difficulty","Not conducive (noisy, lack of space etc.)",Never,Rarely,Somewhat supportive,Often,Living alone,No,"Yes, part-time","Yes, partially","Yes, occasionally",Rarely,Good (regular communication),Both financial and mental support,"Yes, reliable access",Frequently,Somewhat comfortable,Mostly motivated,Often,7–8 hours,Daily,Less than 1 hour,No,Regularly (once a week),"Pursuing further education (e.g. master's, Ph.D.)","Yes, I have a specific goal",,
19/12/2024 11:34:12,,Female,Unmarried,ETE,3.76- higher (Best),3.76- higher (Best),Regularly (More than 75%),More than 15 hours,Always,"Yes, always",Partially conducive (sometimes noisy),Regularly (weekly),Frequently,Very supportive,Sometimes,Living in university accommodation (dorms),"Yes, partial scholarship/financial aid","No, I am not working","No, my family supports me",No,Never,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Mostly motivated,Never,7–8 hours,Daily,Less than 1 hour,"Yes, a physical condition",Occasionally (once a month),"Pursuing further education (e.g. master's, Ph.D.)","Yes, I have a specific goal",,
19/12/2024 11:36:30,,Male,Married,EEE,3-3.25 (Average),Below 3 (Below Average),Occasionally (50–75%),5–10 hours,Most of the time,"Yes, always","Not conducive (noisy, lack of space etc.)",Occasionally (once a month),Rarely,Somewhat supportive,Sometimes,Living with parents/guardians,No,"Yes, full-time","Yes, fully","Yes, regularly",Rarely,Good (regular communication),Only mental support,"Yes, reliable access",Frequently,Very comfortable,Sometimes motivated,Rarely,5–6 hours,Daily,1–2 hours,No,Never,Improving my GPA,"Yes, but it's unclear",,
19/12/2024 11:38:54,,Female,Unmarried,CE,3.51-3.75 (Better),3.51-3.75 (Better),Regularly (More than 75%),10–15 hours,Always,"Yes, always","Fully conducive (quiet, with necessary resources)",Occasionally (once a month),Occasionally,Very supportive,Sometimes,Living with parents/guardians,No,"No, I am not working","No, my family supports me",No,Never,Good (regular communication),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Sometimes motivated,Rarely,7–8 hours,Regularly (3–5 times a week),2–4 hours,No,Frequently (more than once a week),"Pursuing further education (e.g. master's, Ph.D.)","Yes, I have a specific goal",lab works,yes
19/12/2024 18:02:35,,Male,Unmarried,ME,3-3.25 (Average),Below 3 (Below Average),Regularly (More than 75%),5–10 hours,Always,"Yes, but with difficulty",Partially conducive (sometimes noisy),Occasionally (once a month),Rarely,Very supportive,Sometimes,Living in university accommodation (dorms),No,"Yes, part-time","Yes, partially",No,Rarely,Good (regular communication),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Mostly motivated,Sometimes,7–8 hours,Daily,2–4 hours,No,Occasionally (once a month),Passing the course,No,,
19/12/2024 18:04:19,,Male,Married,CE,3.51-3.75 (Better),3.26-3.5 (Good),Regularly (More than 75%),More than 15 hours,Always,"Yes, always","Fully conducive (quiet, with necessary resources)",Frequently (multiple times a week),Occasionally,Very supportive,Sometimes,Living with parents/guardians,No,"No, I am not working","No, my family supports me",No,Never,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Highly motivated,Often,More than 8 hours,Daily,2–4 hours,No,Occasionally (once a month),Improving my GPA,"Yes, I have a specific goal",,
19/12/2024 18:06:07,,Male,Unmarried,CE,3.76- higher (Best),3.76- higher (Best),Regularly (More than 75%),More than 15 hours,Always,"Yes, always",Partially conducive (sometimes noisy),Regularly (weekly),Occasionally,Very supportive,Always,Living with roommates,"Yes, full scholarship/financial aid","No, I am not working","No, my family supports me",No,Rarely,Good (regular communication),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Highly motivated,Often,7–8 hours,Regularly (3–5 times a week),Less than 1 hour,No,Frequently (more than once a week),"Pursuing further education (e.g. master's, Ph.D.)","Yes, I have a specific goal",,
20/12/2024 07:41:47,,Male,Unmarried,EEE,3.76- higher (Best),3.51-3.75 (Better),Occasionally (50–75%),5–10 hours,Sometimes,"Yes, always",Partially conducive (sometimes noisy),Never,Rarely,Very supportive,Always,Living with roommates,"Yes, partial scholarship/financial aid","Yes, full-time","No, my family supports me",No,Occasionally,Good (regular communication),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Sometimes motivated,Often,5–6 hours,Regularly (3–5 times a week),2–4 hours,"Yes, both physical and mental health conditions",Regularly (once a week),"Pursuing further education (e.g. master's, Ph.D.)",No,,
20/12/2024 19:15:48,,Female,Unmarried,Economics,Below 3 (Below Average),3-3.25 (Average),Occasionally (50–75%),Less than 5 hours,Most of the time,"Yes, but with difficulty","Fully conducive (quiet, with necessary resources)",Occasionally (once a month),Occasionally,Somewhat supportive,Sometimes,Living with parents/guardians,No,"No, I am not working","No, my family supports me","Yes, regularly",Never,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Sometimes,Somewhat comfortable,Mostly motivated,Sometimes,7–8 hours,Daily,More than 4 hours,No,Regularly (once a week),Improving my GPA,"Yes, but it's unclear",,No
20/12/2024 19:16:41,,Female,Married,English,3.51-3.75 (Better),3.26-3.5 (Good),Occasionally (50–75%),5–10 hours,Most of the time,"Yes, but with difficulty",Partially conducive (sometimes noisy),Occasionally (once a month),Rarely,Not supportive,Always,Living in university accommodation (dorms),"Yes, full scholarship/financial aid","No, I am not working","No, my family supports me",No,Never,"Fair (some communication, but distant)",Only financial support,"Yes, but it is unreliable",Frequently,Very comfortable,Sometimes motivated,Rarely,More than 8 hours,Regularly (3–5 times a week),More than 4 hours,"Yes, a physical condition",Occasionally (once a month),Improving my GPA,"Yes, but it's unclear",I have a hearing problem. I can't hear the class lectures. I do study researching from Internet and study my every course.,"Yes, It does. Supportive mindset can charm a people and life seems easy without financial or health problem. I may never face financial problem but hearing problem causing bad affect on my academic journey. And I think family support is a blessing. If one get his or her family by herself or himself then the half road of academic journey will be easy. I think mental supoort is the greatest blessing one can have from home."
20/12/2024 19:17:03,,Male,Unmarried,Mechanical Engineering,3.51-3.75 (Better),3.51-3.75 (Better),Regularly (More than 75%),Less than 5 hours,Always,"Yes, but with difficulty","Fully conducive (quiet, with necessary resources)",Never,Rarely,Somewhat supportive,Often,Living alone,No,"No, I am not working","No, my family supports me",No,Rarely,Good (regular communication),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Sometimes motivated,Never,Less than 5 hours,Occasionally (1–2 times a week),More than 4 hours,"Yes, both physical and mental health conditions",Frequently (more than once a week),"Pursuing further education (e.g. master's, Ph.D.)","Yes, I have a specific goal",My emotional instability ,"I have some health related issues like high BP, migraine. "
20/12/2024 19:24:43,,Male,Married, EEE,3.51-3.75 (Better),3.51-3.75 (Better),Regularly (More than 75%),Less than 5 hours,Sometimes,"Yes, always",Partially conducive (sometimes noisy),Occasionally (once a month),Rarely,Very supportive,Often,Living with roommates,No,"Yes, full-time","Yes, fully","Yes, occasionally",Never,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Mostly motivated,Rarely,7–8 hours,Daily,More than 4 hours,No,Occasionally (once a month),"Pursuing further education (e.g. master's, Ph.D.)","Yes, I have a specific goal",,
20/12/2024 21:01:03,,Female,Married,CE,3.51-3.75 (Better),3.26-3.5 (Good),Regularly (More than 75%),Less than 5 hours,Most of the time,"Yes, always",Partially conducive (sometimes noisy),Occasionally (once a month),Rarely,Somewhat supportive,Sometimes,Living with roommates,No,"No, I am not working","No, my family supports me",No,Never,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Sometimes,Very comfortable,Mostly motivated,Rarely,5–6 hours,Daily,2–4 hours,"Yes, a physical condition",Never,"Pursuing further education (e.g. master's, Ph.D.)","Yes, I have a specific goal",Improving my cgpa,Migraine 
20/12/2024 21:03:12,,Female,Married,Biotechnology ,3.51-3.75 (Better),3.51-3.75 (Better),Regularly (More than 75%),10–15 hours,Always,"Yes, always","Fully conducive (quiet, with necessary resources)",Regularly (weekly),Occasionally,Somewhat supportive,Sometimes,Living with parents/guardians,"Yes, partial scholarship/financial aid","No, I am not working","No, my family supports me",No,Never,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Mostly motivated,Rarely,5–6 hours,Daily,More than 4 hours,"Yes, a physical condition",Regularly (once a week),"Pursuing further education (e.g. master's, Ph.D.)","Yes, I have a specific goal",,
20/12/2024 22:02:24,,Male,Unmarried,ece,3.51-3.75 (Better),3.51-3.75 (Better),Regularly (More than 75%),5–10 hours,Sometimes,"Yes, but with difficulty",Partially conducive (sometimes noisy),Never,Rarely,Somewhat supportive,Often,Living in university accommodation (dorms),No,"Yes, part-time","Yes, fully",No,Rarely,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Frequently,Somewhat comfortable,Sometimes motivated,Sometimes,5–6 hours,Occasionally (1–2 times a week),More than 4 hours,No,Occasionally (once a month),"Pursuing further education (e.g. master's, Ph.D.)","Yes, but it's unclear",,
21/12/2024 02:31:59,,Male,Unmarried,Mathematics and Computer Science ,3.76- higher (Best),3.76- higher (Best),Regularly (More than 75%),10–15 hours,Always,"Yes, always","Fully conducive (quiet, with necessary resources)",Occasionally (once a month),Frequently,Somewhat supportive,Often,Living in university accommodation (dorms),"Yes, full scholarship/financial aid","Yes, part-time","Yes, fully","Yes, occasionally",Rarely,Excellent (close and supportive relationship),Only mental support,"Yes, reliable access",Sometimes,Very comfortable,Mostly motivated,Sometimes,7–8 hours,Never,2–4 hours,"Yes, a physical condition",Occasionally (once a month),"Pursuing further education (e.g. master's, Ph.D.)","Yes, I have a specific goal",Overwhelmed by assignments all the time,"Due to my health condition, I often remain tired and fatigued with less energy to move, go to classes, work on the assignments "
21/12/2024 06:49:29,,Female,Unmarried,EEE,3-3.25 (Average),Below 3 (Below Average),Regularly (More than 75%),More than 15 hours,Always,"Yes, always",Partially conducive (sometimes noisy),Regularly (weekly),Never,Not supportive,Always,Living in university accommodation (dorms),No,"No, I am not working","No, my family supports me",No,Occasionally,Good (regular communication),Both financial and mental support,"Yes, but it is unreliable",Sometimes,Somewhat comfortable,Not motivated,Never,More than 8 hours,Occasionally (1–2 times a week),Less than 1 hour,No,Never,Improving my GPA,"Yes, but it's unclear",self confidence,no
21/12/2024 17:02:21,,Female,Unmarried,URP,3.51-3.75 (Better),3.51-3.75 (Better),Regularly (More than 75%),10–15 hours,Always,"Yes, always",Partially conducive (sometimes noisy),Regularly (weekly),Frequently,Somewhat supportive,Sometimes,Living with roommates,"Yes, partial scholarship/financial aid","Yes, part-time","No, my family supports me",No,Never,Good (regular communication),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Mostly motivated,Often,7–8 hours,Daily,2–4 hours,No,Regularly (once a week),"Pursuing further education (e.g. master's, Ph.D.)","Yes, I have a specific goal",Sorrundings,"yes
"
21/12/2024 17:05:06,,Male,Unmarried,ECE,3.76- higher (Best),3.76- higher (Best),Regularly (More than 75%),More than 15 hours,Always,"Yes, always",Partially conducive (sometimes noisy),Occasionally (once a month),Occasionally,Very supportive,Sometimes,Living in university accommodation (dorms),"Yes, partial scholarship/financial aid","Yes, part-time","Yes, partially",No,Never,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Highly motivated,Rarely,5–6 hours,Occasionally (1–2 times a week),Less than 1 hour,No,Occasionally (once a month),"Pursuing further education (e.g. master's, Ph.D.)","Yes, I have a specific goal",Focus,yes
21/12/2024 17:07:40,,Male,Unmarried,EEE,3-3.25 (Average),3-3.25 (Average),Regularly (More than 75%),10–15 hours,Always,"Yes, always","Not conducive (noisy, lack of space etc.)",Occasionally (once a month),Rarely,Somewhat supportive,Often,Living in university accommodation (dorms),No,"Yes, but occasionally (temporary jobs)","Yes, partially",No,Occasionally,"Fair (some communication, but distant)",Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Not motivated,Never,5–6 hours,Occasionally (1–2 times a week),1–2 hours,No,Occasionally (once a month),Improving my GPA,"Yes, but it's unclear",Choosing career goal,yes.
21/12/2024 17:38:23,,Male,Unmarried,IPE,Below 3 (Below Average),3-3.25 (Average),Occasionally (50–75%),5–10 hours,Sometimes,"Yes, but with difficulty","Fully conducive (quiet, with necessary resources)",Occasionally (once a month),Frequently,Somewhat supportive,Always,Living alone,No,"Yes, part-time","Yes, fully","Yes, occasionally",Occasionally,"Fair (some communication, but distant)",No support,"Yes, reliable access",Sometimes,Somewhat comfortable,Mostly motivated,Sometimes,5–6 hours,Regularly (3–5 times a week),1–2 hours,"Yes, a mental health condition",Occasionally (once a month),Improving my GPA,"Yes, I have a specific goal",Distance with friends And no help,Yes because external factors helped us acadamic performance if it wont acadamic performance wont be well 
21/12/2024 17:39:35,,Male,Unmarried,ECE ,3.26-3.5 (Good),3.26-3.5 (Good),Regularly (More than 75%),More than 15 hours,Sometimes,"Yes, but with difficulty",Partially conducive (sometimes noisy),Occasionally (once a month),Rarely,Very supportive,Always,Living with roommates,No,"Yes, part-time","Yes, partially",No,Rarely,"Poor (strained, lack of communication)",,,,,,,,,,,,,,,
21/12/2024 17:40:45,,Male,Unmarried,IPE,3.76- higher (Best),3.51-3.75 (Better),Regularly (More than 75%),5–10 hours,Sometimes,"Yes, but with difficulty",Partially conducive (sometimes noisy),Occasionally (once a month),Occasionally,Very supportive,Sometimes,Living in university accommodation (dorms),"Yes, partial scholarship/financial aid","No, I am not working","No, my family supports me",No,Occasionally,Excellent (close and supportive relationship),Both financial and mental support,"Yes, but it is unreliable",Frequently,Very comfortable,Mostly motivated,Sometimes,5–6 hours,Daily,1–2 hours,No,Regularly (once a week),"Pursuing further education (e.g. master's, Ph.D.)","Yes, I have a specific goal",,
21/12/2024 17:41:52,,Male,Unmarried,GCE ,3.51-3.75 (Better),Below 3 (Below Average),Regularly (More than 75%),5–10 hours,Always,"Yes, always",Partially conducive (sometimes noisy),Never,Never,Very supportive,Often,Living in university accommodation (dorms),No,"Yes, part-time","No, my family supports me",No,Never,Good (regular communication),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Sometimes motivated,Sometimes,7–8 hours,Daily,More than 4 hours,No,Never,Improving my GPA,"Yes, but it's unclear",Because of English ,No
21/12/2024 17:42:58,,Female,Unmarried,MTE,3.26-3.5 (Good),3-3.25 (Average),Occasionally (50–75%),5–10 hours,Always,"Yes, always","Fully conducive (quiet, with necessary resources)",Never,Frequently,Not supportive,Always,Living in university accommodation (dorms),"Yes, full scholarship/financial aid","Yes, part-time","No, my family supports me","Yes, occasionally",Never,Excellent (close and supportive relationship),Only mental support,"Yes, reliable access",Frequently,Very comfortable,Highly motivated,Sometimes,Less than 5 hours,Occasionally (1–2 times a week),2–4 hours,"Yes, a physical condition",Occasionally (once a month),"Pursuing further education (e.g. master's, Ph.D.)","Yes, I have a specific goal",Managing health and achievements ,"Yes, health "
21/12/2024 17:43:15,,Male,Unmarried,ECE,3.76- higher (Best),3.26-3.5 (Good),Regularly (More than 75%),More than 15 hours,Always,"Yes, always",Partially conducive (sometimes noisy),Occasionally (once a month),Occasionally,Somewhat supportive,Sometimes,Living with roommates,No,"Yes, part-time","Yes, fully",No,Rarely,Good (regular communication),Both financial and mental support,"Yes, reliable access",Frequently,Very comfortable,Highly motivated,Often,5–6 hours,Regularly (3–5 times a week),More than 4 hours,No,Never,"Pursuing further education (e.g. master's, Ph.D.)","Yes, I have a specific goal",Lack of concentration.,no
21/12/2024 17:51:39,,Male,Unmarried,Building Engineering and Construction Management ,3.26-3.5 (Good),3.26-3.5 (Good),Regularly (More than 75%),Less than 5 hours,Always,No,"Fully conducive (quiet, with necessary resources)",Never,Never,Very supportive,Sometimes,Living with roommates,"Yes, full scholarship/financial aid","Yes, but occasionally (temporary jobs)","Yes, partially","Yes, occasionally",Never,Excellent (close and supportive relationship),Both financial and mental support,"Yes, reliable access",Sometimes,Very comfortable,Mostly motivated,Rarely,More than 8 hours,Occasionally (1–2 times a week),Less than 1 hour,No,Occasionally (once a month),Passing the course,"Yes, I have a specific goal",Idleness ,No
